ENSGID	mouse_brain2_average_expression.1	mouse_brain2_average_expression.2	mouse_brain2_average_expression.3	mouse_brain2_average_expression.4	mouse_brain2_average_expression.5	mouse_brain2_average_expression.6	mouse_brain2_average_expression.7	mouse_brain2_average_expression.8	mouse_brain2_average_expression.9	mouse_brain2_average_expression.10	mouse_brain2_average_expression.11	mouse_brain2_average_expression.12	mouse_brain2_average_expression.13	mouse_brain2_average_expression.14	mouse_brain2_average_expression.15	mouse_brain2_average_expression.16	mouse_brain2_average_expression.17	mouse_brain2_average_expression.18	mouse_brain2_average_expression.19	mouse_brain2_average_expression.20	mouse_brain2_average_expression.21	mouse_brain2_average_expression.22
ENSG00000188157	0.7906028278336048	1.8640233866581246	-2.967698717038319	0.09649100531475877	1.7596673966833813	-0.34788619051531156	-1.1286616717488678	1.1259562208070133	-0.4753554704505239	0.32719762496874966	-1.1449761372717109	-0.9655556936230806	-0.08675284869074305	2.178304891782751	-0.23771803561391813	-1.9842840733167293	-0.7040363196793853	2.085493666242819	0.24037029560777992	-1.0067004144657303	1.5674259055639923	0.6915294385425591
ENSG00000237330	-0.19379953848715192	-0.19856619549425797	0.5234346695445354	0.3147685265564739	-0.16683488501799204	0.15014924861688736	0.37127634138860693	-0.3153264620732524	0.12038789666041555	-0.03561494608791756	0.5040428975546504	0.19001025251076864	0.06665031537978482	-0.3304487225805179	-0.002155918186252877	0.4210552536005749	-0.04735251907988133	-0.11135371632617361	-0.016164574299627043	-0.23049159669564456	0.11117031726272877	0.691529438542852
ENSG00000131591	0.212257148635622	-0.07571597039356823	0.4527698041397503	-0.3776545971955503	-0.3889820759784913	0.2261158310288944	-0.22358685759995583	0.5952945041960349	0.12996847023135333	0.3076569284654784	0.35880763665627324	-0.38075172281022834	-0.13488241904644274	0.74070943499408	-0.13740116477617043	0.6352518939681056	0.14025200057510773	-0.4359407560705401	0.3570490878280238	0.7155578631879365	0.226032270324761	0.6915294385428763
ENSG00000162571	-0.4646488168829101	-0.3946846423199433	0.34821484897404714	0.21027940279908852	-0.3839953747060126	-0.08614983923123012	0.19080846664479498	-0.44716576748647086	-0.0797042026900804	-0.10256058510372423	0.32670324888123126	-0.021595880410693654	-0.007156052379387874	-0.31324420512512485	-0.048252623640355555	0.22792203794725333	-0.15430870648658584	-0.19843070179943173	-0.21193038797243022	-0.3175921813028017	0.40879856410996207	-1.018814667107314
ENSG00000186891	-0.35080950654887416	-0.3575167159039483	0.3744012845733859	0.22584141122582266	-0.3616869973767365	-0.030055641252526934	0.2336490920016814	-0.31088714305337134	-0.07785450193421038	-0.20906949493255167	0.3206908241631586	0.028636545036643302	0.010364578118488134	-0.44862164480787176	-0.08527018586147515	0.2737692434264568	-0.12891875849281595	-0.1777598066766154	-0.16545823943547755	-0.2969156840657279	0.026215437448867392	-0.6859503603071044
ENSG00000186827	-0.4881317228131002	-0.4698187613756342	0.2801131505761969	0.2031280808922863	-0.5259094290141442	-0.06890659531332494	0.12323957094544949	-0.5674950250362518	-0.22406585369744345	-0.22875946942332132	0.19319285234554667	-0.0652319785738336	0.029880845929650235	-0.5714979437019362	-0.04578335029314243	0.12062113243830383	-0.21373139936570645	-0.04880980865008081	-0.3206939116559691	-0.3659835031533271	-0.06212071441876428	-1.6238405087541696
ENSG00000078808	-0.13522726596314422	0.06467086094653003	0.0031414421067100947	-0.017410463188903113	0.3340249039190635	-0.032161449173860476	0.18703264703700911	0.006596341308607694	-0.08742720916224513	0.017104792280382898	0.24278484299725756	-0.09373034441330058	0.4959918018371715	-0.3342208475850087	0.4300250234920517	-0.25881755232314263	0.4662537021483102	0.4316405594745926	0.13453398759790602	0.263891125275586	0.032937966819538686	0.691529438542903
ENSG00000176022	-0.5805544478863547	-0.3973287661939378	0.24629923383557067	0.10668373432128266	-0.5872579259647658	-0.04623654368398266	0.0966873463190085	-0.6321786344161593	-0.1637704227800189	-0.2785991198672934	0.2167009434522679	-0.13745484545950687	-0.09920397701743663	-0.5923813802155715	-0.18402877270577192	0.26526934388715984	-0.08022860722653469	-0.20790199649996507	-0.4560805529345986	-0.4262200448769874	-0.13916186568102484	-2.031431011732618
ENSG00000184163	-0.399282486571582	0.012833114066004708	-0.04882519099022463	-0.07206336386958043	-0.44576305150796397	0.10642601669474701	0.006968615442236166	-0.4250633804269573	-0.22833198523254875	-0.22188360273016092	-0.057863514505751314	-0.13823281347542066	-0.1639822355762736	-0.5508817004787899	-0.02135963139950978	0.412396681250281	-0.43834127991681504	-0.23089817032571436	-0.21984358941515378	-0.34034797785867477	-0.2960619325571017	-1.692592664672954
ENSG00000160087	0.3777626206876182	0.4088620618449227	-0.04510499117995631	-0.16157733583833328	0.1741500309828401	-0.21417107816647826	-0.09047517346491366	0.19669323117538132	0.09963155849384736	-0.27784845842686107	-0.21006506588706797	-0.2691523877397382	0.04988913319433682	0.2427217149173501	0.03070052497509816	-0.12462719249023885	0.1180628843713257	0.21380609556821137	0.1347901283509753	-0.18074674393558773	-0.6917346894692453	0.6915294385428882
ENSG00000162572	-0.19379953848715192	-0.19856619549425797	0.5234346695445354	0.3147685265564739	-0.16683488501799204	0.15014924861688736	0.37127634138860693	-0.3153264620732524	0.12038789666041555	-0.03561494608791756	0.5040428975546504	0.19001025251076864	0.06665031537978482	-0.3304487225805179	-0.002155918186252877	0.4210552536005749	-0.04735251907988133	-0.11135371632617361	-0.016164574299627043	-0.23049159669564456	0.11117031726272877	0.691529438542852
ENSG00000131584	-0.43735958238823824	1.1009067114368327	-0.6396757690658907	-0.8840183353209103	1.038227900559091	-0.13650268875576949	2.3456744948993693	-0.3826847754472549	-0.18092754517850612	0.9962894022307972	-0.8867697881489014	-0.36722826117120655	0.18997447255484842	1.0497084352078903	-0.40528453127640335	-0.9009202881629187	-0.671826069811048	-0.32068725084430477	2.3391296862956006	-0.5389036092898968	0.09552362515071598	0.6915294385427807
ENSG00000169972	-0.04669331038424211	-0.049715068001365416	0.10738311798789732	0.06593832475442014	0.17543664701228467	-0.11482128220995476	0.20670961796948842	-0.03070962400684327	0.08587709179921868	0.5645783555321893	0.006719550819075555	-0.5038923477498686	-0.10446349283639561	0.77014996546657	-0.10441882347380482	0.3671591669892182	-0.010703943525829304	0.11130760243095877	0.6975466333725101	0.16621979356474653	0.24417923629021596	0.5813950130139677
ENSG00000127054	0.2922137178317365	0.2702838903928557	0.26929576116505377	-0.25012480564129624	-0.06607831741381696	-0.40426451918591655	-0.14222706067964158	0.07743819696194516	-0.06343605476802572	-0.3339896825059594	0.36960920293960475	0.57967462584108	-0.13332479666031033	0.20047366236218134	0.11924142737950609	0.4951317867487267	0.3311895552201848	-0.19050995794503608	-0.09976486770434898	0.755065543146109	-0.7475244011984898	0.6915294385428478
ENSG00000224051	-0.19379953848715192	-0.19856619549425797	0.5234346695445354	0.3147685265564739	-0.16683488501799204	0.15014924861688736	0.37127634138860693	-0.3153264620732524	0.12038789666041555	-0.03561494608791756	0.5040428975546504	0.19001025251076864	0.06665031537978482	-0.3304487225805179	-0.002155918186252877	0.4210552536005749	-0.04735251907988133	-0.11135371632617361	-0.016164574299627043	-0.23049159669564456	0.11117031726272877	0.691529438542852
ENSG00000169962	-0.4483424838619426	-0.3463443951856912	0.37906139271629363	0.18272328793500242	-0.3317390148838266	-0.0732771962263638	0.2659561121000777	-0.5202608402015703	-0.00569603059401872	-0.2506720026324433	0.27671442748824027	0.0637755300293733	-0.0031353723492542995	-0.4769650347023955	-0.04232188209172842	0.37721330062306024	-0.14848215493200245	-0.19368709081834468	-0.20126583799504336	-0.3128472847339086	0.00583928666388399	-0.9458766528722021
ENSG00000107404	0.6642285955431879	0.3191264711708014	0.26412179608080816	-0.3444161648208373	-0.11940121471772466	-0.2726724410563769	0.23464993063983064	-0.25017124850179484	0.273613916986357	0.2174312984179494	-0.32731671471228757	0.2245405321536653	-0.2749973440215205	0.4400253089166022	-0.5315982285569633	-0.43563372732163913	-0.5603871607765782	-0.13581032063761672	-0.04807013599649807	-0.6305278715646181	0.5579638226706496	0.6915294385428948
ENSG00000162576	-0.6271862807871534	-0.5622152307029956	0.2780115252791549	0.19349841843487547	-0.5696526718968449	-0.2191222934549628	0.06521817569774283	-0.4670687571714881	-0.24767675172155892	-0.35540163673174113	0.05271685390664378	0.08867371868202714	-0.07189853570253418	-0.4488905023974041	0.7381404194203073	0.19751811920938867	0.06286216362912393	-0.2748140878268741	-0.3836549330456898	-0.39399626834262663	-0.09794839672701541	-1.8609475474075792
ENSG00000175756	-0.5822033863415929	-0.4464248531638572	0.2498223817904563	0.17020941523158128	-0.3879984953998521	-0.2287404220442011	0.15602317103260335	-0.5609243330575285	-0.258254706487501	-0.3646567731927175	0.10611931696361074	0.006100164105045788	-0.03585699229427981	-0.541416954708449	-0.21118259783187113	0.18966291697759793	-0.25248601387632325	0.11790511716740798	-0.3916278971242202	-0.18966800698685088	0.307242899304452	-1.8837917650523763
ENSG00000221978	-0.06322364165014115	0.26604958579026294	0.11305761381488616	-0.2583946717615724	0.11998264692967192	-0.3572596231990959	-0.4771338208024972	0.713739275446665	-0.041316992273631385	0.2970712725770393	-0.1000235569394827	-0.2896923243749422	0.41024586931057316	0.42492824517689437	0.6372826106164153	0.11879491439252961	0.3885394511242836	0.5602886240565805	0.07039416611784534	0.26675110574339905	-0.3338644255208024	0.6915294385427686
ENSG00000242485	-0.4470548414549688	-0.1734665861590827	0.1791888555341692	-0.08842064515920463	-0.3795098593009807	-0.19701657938943673	0.04880860187052553	-0.27613434940989195	0.004072584330329088	-0.2807090552934765	-0.05035427431837978	0.12825786420283497	0.15219887747073582	-0.1947715483338912	-0.012009686492792309	-0.10191408539422604	0.13303059164717446	0.12384865422872292	-0.06061689823072147	0.03396287983974279	0.4713446570338778	-1.20015172367148
ENSG00000235098	-0.3568206477846196	-0.3400829524300192	0.4092919485061757	0.23634215618843937	-0.3424705768651285	0.024787747909492664	0.24722196563420287	-0.4643155536192482	-0.05830372956377584	-0.19196331368616626	0.40182259581045116	0.04455130718523467	0.0159155079130166	-0.43696736742223335	-0.0770734119141603	0.288294669262087	-0.12087465192842999	-0.17121080219696924	-0.15073481758369	-0.08296564332937426	0.034593733558948125	-0.569277114531874
ENSG00000205116	-0.3786091006288594	-0.723699921488747	0.02590980654872539	0.024788838719132542	-0.7309432566377256	-0.3633729674641955	0.2630760691657024	-0.6588392035798168	-0.5291546723289228	-0.4405905709419232	-0.1445255809937432	-0.3624201434928353	1.569539771812786	-0.5300805633759876	-0.3248566272527576	0.40636796721658053	-0.3640428302704491	0.027852272024552926	-0.3401634931987766	-0.4883907600159694	0.6023714326421288	-2.0628309915371266
ENSG00000179403	-0.5046569501000737	-0.5226356754153071	-0.000578926007949281	0.024908214584639755	-0.5778982634927886	-0.281636050005739	0.19224693474799953	-0.4817247590823487	-0.6061209511272465	-0.12903396467587924	-0.2636599639140308	-0.1519226669821217	0.10547862751989431	-0.5609042880215667	-0.2180180454351259	0.12095989404702957	-0.23724807001418066	4.137024322986007	-0.48850845217956856	0.07116696095867313	0.10780650581093694	-1.639520598984012
ENSG00000215915	-0.19379953848715192	-0.19856619549425797	0.5234346695445354	0.3147685265564739	-0.16683488501799204	0.15014924861688736	0.37127634138860693	-0.3153264620732524	0.12038789666041555	-0.03561494608791756	0.5040428975546504	0.19001025251076864	0.06665031537978482	-0.3304487225805179	-0.002155918186252877	0.4210552536005749	-0.04735251907988133	-0.11135371632617361	-0.016164574299627043	-0.23049159669564456	0.11117031726272877	0.691529438542852
ENSG00000160072	0.3684364789157156	0.14883825793309266	-0.21796249483565128	0.09747559732729096	-0.021262763935770843	-0.4532559191366458	-0.26055484269950313	0.22596890080626206	0.17009652203584244	0.24470578760977535	-0.4042300495357899	0.17623694521907995	-0.15554326603653215	0.4452364146276266	0.2977018938895362	0.3112211907605447	0.21242910013651164	0.08218553334376662	0.32818489988419886	1.126571821604839	-0.6556598403416243	0.6915294385429345
ENSG00000197785	-0.19379953848715192	-0.19856619549425797	0.5234346695445354	0.3147685265564739	-0.16683488501799204	0.15014924861688736	0.37127634138860693	-0.3153264620732524	0.12038789666041555	-0.03561494608791756	0.5040428975546504	0.19001025251076864	0.06665031537978482	-0.3304487225805179	-0.002155918186252877	0.4210552536005749	-0.04735251907988133	-0.11135371632617361	-0.016164574299627043	-0.23049159669564456	0.11117031726272877	0.691529438542852
ENSG00000205090	0.04533148990758344	0.15981460728599103	0.4698128312072596	-0.27505463182430356	-0.2953163944238857	0.30613200901187093	-0.2744478596874	-0.6007767638797784	0.11007637422518741	0.5231242303495355	0.16302297510195538	-0.0933110105592225	-0.29160895546165716	-0.48070864972511773	-0.46783752925183836	0.04270638893803458	-0.2559986419574138	-0.1374967601318477	-0.1967688838774923	0.37522857142530386	0.8063373796149961	-0.21737714424574772
ENSG00000160075	-0.3622213329310588	0.49446284431643794	0.3834120014523307	0.003831895683091492	0.3889773992037607	-0.030285099570325612	-0.3095363858019735	0.5561557851929269	-0.0598895103188859	-0.22472986088536873	-0.6693449446427135	-0.2528623485701235	0.1329253397119727	0.5421685875170449	0.03138000864452584	-0.12768364997143544	0.7946153510448228	0.0738796556885771	-0.2681204210718827	-0.1686157151979188	0.809901020469093	0.6915294385428968
ENSG00000228594	-0.509298010265665	-0.48790100094548783	0.2601018939850623	0.10710906176862858	-0.3361649445988068	-0.1791531704156082	0.10008373833624314	-0.5920488658452788	-0.2445795841703282	-0.1383438815375551	0.18196006217588181	-0.05675082252160337	-0.07101841997568885	-0.5332666163807144	-0.142453404119892	0.06080983899237082	-0.14319283423864682	-0.1747190395406047	-0.381320492581768	-0.1851023946000141	-0.09661999401907313	-1.8568068856982036
ENSG00000197530	1.2928637189452448	0.752790588883146	-0.8086892407544732	-0.5748779424234947	0.22338013264183132	-0.10346172648867334	-0.661360873193441	0.11750782952896681	0.09230558865836215	0.6442676150201146	-0.6765679906930265	0.10380593688224708	-0.2775767697097579	0.741629365125454	-0.1430852011082193	-1.1024481241496502	-0.29494396839984055	-0.16601232200998445	-0.8671197202680115	-0.08316581116140821	0.0920197351520283	0.6915294385428739
ENSG00000189409	-0.49204104718196623	-0.41331602550341323	0.36302462137130814	0.17753714548147018	-0.4439111842025987	-0.06735854412212251	0.14847709478275403	-0.45549879640560936	-0.14065338226597623	-0.26288954389739433	0.2072215631370914	0.0026525769822512116	-0.024468412287406444	-0.4356353115628703	0.11496131458008427	0.182619825670756	-0.17939684003105533	-0.21885587862343275	-0.2578501145067097	-0.33802289364781507	-0.026359738030356433	-1.3037022975082064
ENSG00000248333	-0.19379953848715192	-0.19856619549425797	0.5234346695445354	0.3147685265564739	-0.16683488501799204	0.15014924861688736	0.37127634138860693	-0.3153264620732524	0.12038789666041555	-0.03561494608791756	0.5040428975546504	0.19001025251076864	0.06665031537978482	-0.3304487225805179	-0.002155918186252877	0.4210552536005749	-0.04735251907988133	-0.11135371632617361	-0.016164574299627043	-0.23049159669564456	0.11117031726272877	0.691529438542852
ENSG00000189339	0.38336556858041504	0.007066922804118638	-0.09453954614241658	-0.1036242973981538	0.08312564120928821	-0.264082630677223	-0.11985070476100704	0.3729971802263937	0.07248332153782296	-0.021089411210278262	-0.1951747555723448	0.14165455909222358	0.2929635030914914	0.3136819919561332	0.12157740651294266	0.3078273091616212	-0.3292013676565941	0.1810352115767971	-0.747146685220963	0.818484703464726	0.6402688405883608	0.6915294385428794
ENSG00000008128	-0.2106568833065791	0.22996337053475152	0.012405775540533934	0.14489345615786692	-0.10293616226090109	-0.34480738878797484	-0.022555664317878067	0.6717763104307866	-0.3641030194931626	0.19776733287392267	-0.43557723551332983	-0.21291530818833768	0.4484220822233446	0.4850930006804734	0.5734522263698911	-0.5863484268624718	0.47184470955497926	0.3983289500152608	0.3054142178969105	0.5276627882280458	0.29809037670528765	0.6915294385428256
ENSG00000215790	-0.19379953848715192	-0.19856619549425797	0.5234346695445354	0.3147685265564739	-0.16683488501799204	0.15014924861688736	0.37127634138860693	-0.3153264620732524	0.12038789666041555	-0.03561494608791756	0.5040428975546504	0.19001025251076864	0.06665031537978482	-0.3304487225805179	-0.002155918186252877	0.4210552536005749	-0.04735251907988133	-0.11135371632617361	-0.016164574299627043	-0.23049159669564456	0.11117031726272877	0.691529438542852
ENSG00000008130	-0.036827615851408486	0.5161443910620096	-0.27449810647111955	0.10847718370680808	-0.19528941249174106	-0.055453973592577845	-0.3638136436018197	0.8121981010492069	0.39365014310768776	0.19535770400297583	-0.17885086180441018	-0.4964412123400874	-0.1629657719771437	0.7539691052993895	-0.1315048846084486	0.4904201699099897	-0.03722110154038045	0.3142604413498605	-0.06010693582935607	0.718502108684001	-0.003505318438352937	0.6915294385428781
ENSG00000078369	0.6505270728385686	1.1103403446024875	-1.5185218388518482	-0.8668594155327063	0.8252844482056747	-0.21227766785157987	-0.0688813849419894	1.131133484542578	0.2292878173614362	0.18979546551637602	-1.265336501747003	-0.6807867017629387	0.7819125040751636	1.117523797538689	-0.5437486802622449	-0.6425983472949826	0.19590909326800904	0.5855823356261918	1.1139104138066915	0.29663994116123243	-0.8555040420938916	0.6915294385429018
ENSG00000169885	-0.19379953848715192	-0.19856619549425797	0.5234346695445354	0.3147685265564739	-0.16683488501799204	0.15014924861688736	0.37127634138860693	-0.3153264620732524	0.12038789666041555	-0.03561494608791756	0.5040428975546504	0.19001025251076864	0.06665031537978482	-0.3304487225805179	-0.002155918186252877	0.4210552536005749	-0.04735251907988133	-0.11135371632617361	-0.016164574299627043	-0.23049159669564456	0.11117031726272877	0.691529438542852
ENSG00000178821	-0.3126806201633912	-0.2906252602852504	0.445834273421817	0.2768763962242688	-0.22999061351240274	0.05631811917012292	0.2996150215321664	-0.4013915837545331	0.017164792238283166	-0.12593123127621075	0.40857305683503	0.10598435706319485	0.037342818214760924	-0.3919803423420705	-0.045432799378312384	0.34436470043989303	0.013554948436604423	-0.14593079391957914	-0.09390049605566314	-0.26507804518170935	0.0669350452302926	-0.0828247064902889
ENSG00000142609	-0.19379953848715192	-0.19856619549425797	0.5234346695445354	0.3147685265564739	-0.16683488501799204	0.15014924861688736	0.37127634138860693	-0.3153264620732524	0.12038789666041555	-0.03561494608791756	0.5040428975546504	0.19001025251076864	0.06665031537978482	-0.3304487225805179	-0.002155918186252877	0.4210552536005749	-0.04735251907988133	-0.11135371632617361	-0.016164574299627043	-0.23049159669564456	0.11117031726272877	0.691529438542852
ENSG00000187730	-1.210509600388467	-0.226760876358901	1.8366426945303052	-0.25134199053846024	-0.1484376146513446	1.2597499219982233	-0.40600642828703126	-0.7789983599771638	0.5064788154947871	-0.5307649372767224	0.48412562515704965	-0.7213863121744106	-0.2512368323077876	-0.5647975404490053	-0.34500890485550584	0.008143511422763252	0.012648490675823373	-0.18787650826709693	0.16582591714652203	-0.6056374986459291	0.04291853955845847	-0.9954286423155821
ENSG00000067606	1.3216224731410149	1.8253782085971175	-1.9770917802776524	-2.453366724271777	1.409491170110538	1.343008269707538	-1.2216808367382828	-1.2958360503724888	0.6023261559322894	1.060194351372847	-1.5457524307178554	0.3046839147852597	3.535305212637247	1.041247924085952	-1.1046380721327924	-1.3660987624947454	-1.1644600974786676	-0.8910210331328969	0.5281782278902815	1.6337005870768047	-1.644242605174347	0.6915294385427184
ENSG00000162585	-0.19379953848715192	-0.19856619549425797	0.5234346695445354	0.3147685265564739	-0.16683488501799204	0.15014924861688736	0.37127634138860693	-0.3153264620732524	0.12038789666041555	-0.03561494608791756	0.5040428975546504	0.19001025251076864	0.06665031537978482	-0.3304487225805179	-0.002155918186252877	0.4210552536005749	-0.04735251907988133	-0.11135371632617361	-0.016164574299627043	-0.23049159669564456	0.11117031726272877	0.691529438542852
ENSG00000157933	-1.1644621487527813	1.7655207154136137	0.4039478539800672	-0.5536482354187746	1.066527854847184	1.3156443900850672	-1.8407852278810244	0.8809501412245055	1.1261216226669046	1.2609073857607749	-0.7337375817090641	-1.6985164776782344	-0.853107482587378	0.4202666675474847	0.2742167465795823	-1.590419783020517	1.7803740348689747	0.6244503374769635	-2.583594679552494	0.8677366078779136	-0.6486867879888215	0.6915294385428363
ENSG00000116151	0.33270039820515196	1.038430275207319	-0.8071732901630297	-0.008365791307252483	0.892894139781528	0.6301359590542791	-0.8643525829606478	0.04770275792041858	-0.310213716287796	0.32493061369238246	-0.653100736270505	0.1897385638160323	-0.3411955592489548	0.5271620719793362	0.0697025947652623	-1.0535219271207674	-0.22833468101577356	-0.5840078439377051	0.7100556681695898	-0.3529257319500893	0.03755738860935137	0.6915294385428212
ENSG00000157916	0.04498671719931314	-0.10304382622237777	0.10045187240811809	-0.03436554827749561	-0.04305378712923498	0.09973810791256235	0.08388693749374644	0.24594239878666035	0.02570486954141721	-0.11356837308388193	-0.015642902220136205	-0.09119700652451102	-0.055219523139855814	0.6321172617787456	0.09699441669743274	0.550692438015661	0.19773183661022306	0.49060251793595444	0.4468335265512738	-0.1900044946064273	-0.52436887726995	0.5236637611455838
ENSG00000157911	-0.3704626955135766	-0.646796804496325	0.17307718653873752	0.012095854923881353	-0.18997904939990148	-0.3553604356434944	0.09001924902615957	-0.40420602268971256	-0.022842671616984122	-0.14622723202009014	0.09212692003501069	-0.19203388058059095	-0.07851146367336671	-0.2764682360189687	0.11550092786794336	0.4309661555632703	-0.012033370872943445	-0.123135952018113	-0.7128559714104559	-0.33195434773544	0.12570153686533062	-1.7629123097828314
ENSG00000149527	0.7613487684528985	-0.020781627847169578	-0.11030126803942115	-1.2784942576703633	2.4416664896414177	-0.2418756601001459	-1.3081338531009887	-0.7780599443338251	2.5288675216712706	-1.1593441520211485	-1.0307084275028042	2.208766254906252	0.7855929343593963	1.7113105386317367	-0.7861602464782804	0.6346457649212457	-0.20879826563973974	-0.27772272772913525	0.9796122700256826	-0.5997676840634725	-0.8781077429320017	0.6915294385428546
ENSG00000157881	0.3301727312521531	0.38797417097955256	-0.10767267216304298	-0.3678207033010629	0.3762871079378746	-0.6271298121780559	0.10302652635587815	0.4459069325716151	0.4154769760284117	-0.01726941928668473	-0.2411198801084743	-0.10941301477441688	-0.34902602865167964	0.4503473083055441	0.015918675493992816	0.620020440956154	0.36250703448096333	0.38241335762751094	-0.5683398409048006	0.04844329416762572	0.06966169597252189	0.6915294385428654
ENSG00000197921	-0.7466489237033679	-0.635172436960968	0.12523476279384432	0.4706085475574966	-0.572198821996758	-0.2941723884871476	0.33080002555673	0.2213039361970329	-0.40929278293828586	-0.3918570166601216	0.14056421410781703	-0.09317277652030442	-0.08373864165276886	-0.559945276634044	-0.1612164856490376	0.0275241294945988	-0.2652880436237455	-0.28878308217156995	-0.41505991944040127	-0.40796904848865884	1.1136395475493168	-1.947032100596095
