ENSGID	mouse_brain2_diffexprs_tstat_clusters.1	mouse_brain2_diffexprs_tstat_clusters.2	mouse_brain2_diffexprs_tstat_clusters.3	mouse_brain2_diffexprs_tstat_clusters.4	mouse_brain2_diffexprs_tstat_clusters.5	mouse_brain2_diffexprs_tstat_clusters.6	mouse_brain2_diffexprs_tstat_clusters.7	mouse_brain2_diffexprs_tstat_clusters.8	mouse_brain2_diffexprs_tstat_clusters.9	mouse_brain2_diffexprs_tstat_clusters.10	mouse_brain2_diffexprs_tstat_clusters.11	mouse_brain2_diffexprs_tstat_clusters.12	mouse_brain2_diffexprs_tstat_clusters.13	mouse_brain2_diffexprs_tstat_clusters.14	mouse_brain2_diffexprs_tstat_clusters.15	mouse_brain2_diffexprs_tstat_clusters.16	mouse_brain2_diffexprs_tstat_clusters.17	mouse_brain2_diffexprs_tstat_clusters.18	mouse_brain2_diffexprs_tstat_clusters.19	mouse_brain2_diffexprs_tstat_clusters.20	mouse_brain2_diffexprs_tstat_clusters.21
ENSG00000237330	-0.09013230011536011	0.5646524300758483	0.5408612685714511	-0.21025576252377445	0.3460323630922158	0.39934254774072486	-0.16500563551835298	-0.12488794231788147	0.5807789500623752	0.2189404133448632	0.3392242052182803	0.2088062221708319	0.48712669707976697	0.2713241347917472	0.23040166272019838	0.2375751020432511	0.33356589490201166	0.24356805891743977	-0.3143018323853561	0.5086474338736369	0.06555112386241589
ENSG00000131591	-0.3037222873469252	0.6693832851954452	0.49205691540215757	0.17108014207547365	-0.2098831544542438	-0.32717638953854966	-0.05321199614337265	0.5807189722594776	0.4772750796265758	0.6040995418160174	0.19115334011083276	-0.35307207952022174	-0.13828086659496405	0.4714257309296573	0.23810788694304189	0.04246618695647382	0.49837562053191553	0.3064602613407992	0.5956133388321939	0.5418552247841981	0.3287140245042245
ENSG00000162571	-0.09835651180046669	-0.3154641053119753	0.4730067218967445	-0.4065020527542264	-0.659447827534863	0.43741983235719956	-0.22365416870686944	0.1433995787119821	0.6297238485987754	-0.5699539809084929	0.012922689363973611	-0.9681299229004606	-0.1455644643078325	-0.9794742396411885	0.27416419859649416	0.41206408281569695	-0.7430177471229719	-0.527863638198852	-0.1355790721443975	0.6484191271357838	0.3339823089054865
ENSG00000186891	-0.7507206995866625	-0.10653569164828078	0.2188282493858824	-0.023763142433150752	-0.4207588290361395	0.41600306101166973	-0.2188464469924514	-0.8770645400542989	-0.0716583957472016	-0.38268096933761375	0.09038259126711674	-0.6887406691072286	0.004629881527600521	-0.682550950343981	-0.5189940214812869	-0.5995373003960575	-0.48745093334652767	-0.3447333149565839	0.1606989481596667	0.024092323708023555	-0.6132200306185981
ENSG00000186827	-0.47486402263619676	-0.8044437952661058	0.49060745718630383	-0.12426240565660082	0.2601483896064452	0.49447663724149954	-0.23351922114518042	-1.659187331878616	0.4050543785267027	-1.0082490122946197	0.39983445213645397	0.5177945851995116	0.32222860107429063	-1.6743975020811845	-0.004915423366137569	0.4428972843797186	-1.3411490215849018	0.3354547618434485	-0.39640143839793945	-0.47974932722548286	0.19494087941596253
ENSG00000078808	0.3298520454468446	0.11511005973292568	0.13209748237960883	-0.15251458003706203	0.10004271671553709	0.13051045112704643	0.06995566920229927	-0.1282488258186687	0.3917386839229395	0.4565232306056433	0.5427778245325289	0.7527086316225428	0.3281311951846479	0.7601566421716226	0.05593389441826092	0.7176308049254735	0.4046270340197112	0.08349598904733364	0.05630511011008861	0.48384800138106826	0.10907100231907979
ENSG00000176022	-0.3805078395870212	0.657972625610401	0.5278571911764278	-0.23557575179766535	0.23475859425329604	0.3766368613784921	-0.009731182602978682	-0.3318781205123306	0.6572702206813488	-1.5538322185523228	-0.3940355674692959	0.2376042829882214	0.41336088469007404	0.4610197165712199	0.3310989660495005	0.03923663826859104	-2.085696761438915	0.4308389221229468	-0.38217244884229673	-0.9191692545176507	0.12726085909502333
ENSG00000184163	-0.10406876732978657	0.7370960046587077	0.0017089118120686244	-0.033981669552719855	0.2514850991302914	0.0804199320997336	0.2941906749759061	-0.20965192479866449	0.2766063683537371	0.19954352064052827	0.052060455086828016	0.14718123144531353	0.28952782696346535	-4.301193519470129	0.1620274622265501	0.4055594286800949	0.33762951258677476	0.49016127845970436	-0.12640202284508095	-1.8140874411955115	0.14021762253526365
ENSG00000160087	0.20579199149418978	0.23138187386124076	0.09259527035433848	0.3193758951393731	-0.07585698882047516	-0.007149891101443208	0.34795249668487815	0.3093905662520724	-0.006541405301142224	0.24840934901952486	0.32898631480593155	0.5566662548067655	0.05249283338942717	0.4541574673849753	0.21366239204251133	0.2800606371959652	0.40386107342270766	-0.09054994976885133	0.25270237073652946	0.06023091809928545	-0.14775780537225922
ENSG00000162572	-0.09013230011536011	0.5646524300758483	0.5408612685714511	-0.21025576252377445	0.3460323630922158	0.39934254774072486	-0.16500563551835298	-0.12488794231788147	0.5807789500623752	0.2189404133448632	0.3392242052182803	0.2088062221708319	0.48712669707976697	0.2713241347917472	0.23040166272019838	0.2375751020432511	0.33356589490201166	0.24356805891743977	-0.3143018323853561	0.5086474338736369	0.06555112386241589
ENSG00000131584	0.8841965592245873	-0.39831460561737847	-0.47041032079910394	-0.45767190530606355	-0.14861259534448695	-0.9136518449597004	0.8857098916000598	0.8333899667532977	-0.6626421403413262	0.004230735992304358	0.4090180623458841	-0.08778188663117951	1.7076879138287262	-0.7114499489994397	-0.024015589843958275	-0.3820667638271288	1.1832376882208013	-0.009257324338187115	-0.39855494951022624	0.5040887370912801	0.8127809727359318
ENSG00000169972	0.19703691025760067	0.5493724242028414	0.21892619222695625	-0.05893134644936982	-0.48212361078652916	0.20537599066995474	-0.030518301767026027	0.5398238907879441	0.18461110679610074	0.3983865418451985	0.21120667865570078	0.4596265964259271	0.35745339783824065	0.33591786048256017	0.20761360559135575	0.10753780804364985	0.6111490564541028	0.004375594833840599	0.013600168426432108	0.5438249718419361	0.49118209233181737
ENSG00000127054	0.0004229151830237563	0.6024229690318017	0.3542732511840285	0.23955587355056918	0.6287559063497972	-0.1539462186550851	0.23120229594217992	0.26741898323390406	0.4847595758440473	0.6033773477128106	0.19119745746525518	0.10558745529006386	-0.03263854586836573	0.6388401302554649	0.07657287381575449	0.38611648015276134	0.29213328756865364	-0.31255922500877525	0.11930476321266921	-4.389205506840465	-0.20636084987670453
ENSG00000224051	-0.09013230011536011	0.5646524300758483	0.5408612685714511	-0.21025576252377445	0.3460323630922158	0.39934254774072486	-0.16500563551835298	-0.12488794231788147	0.5807789500623752	0.2189404133448632	0.3392242052182803	0.2088062221708319	0.48712669707976697	0.2713241347917472	0.23040166272019838	0.2375751020432511	0.33356589490201166	0.24356805891743977	-0.3143018323853561	0.5086474338736369	0.06555112386241589
ENSG00000169962	0.03903427554295387	0.725547616330547	0.5835418601418199	-0.37755692381837985	0.47616121770192366	0.06717909330359703	-0.0512320986434827	-1.0574725694272538	-0.22814510081756825	-0.5269780657146412	0.030698419353263135	-0.9040148985800189	0.6106408148205696	-0.9113354468786508	0.43482443515216523	0.4095253604295926	-0.6843695684375618	-0.4858381679906704	-1.3886922897949079	-0.09212672765087203	-0.7760231016984169
ENSG00000107404	-0.046757583530757985	-0.03541127869008955	0.3543766643024454	0.5654003419365702	0.3734341032416901	-0.22429913126082635	0.27732649073517984	0.43501946569586164	-0.1257012955763381	-0.1128822027751697	0.060147304968025755	0.17688489089012363	0.37187634976011	-0.5871224331757927	0.3512490807773676	-0.7241951705804989	0.3180019710890425	-0.14894923535141508	-0.23552295750530858	0.6155133349705646	0.2634361397771403
ENSG00000162576	-0.5174201106789273	0.5825018753197498	0.5309583680487718	-0.4574205035889651	0.5902110468739387	0.4924524170677929	-0.515305979626057	0.0019489651995513947	-1.0252455248918417	-1.2619699321408246	-0.2733121291269983	-2.0005395238062817	0.11519682212565167	0.6648369251008891	0.06067429586629487	1.1646543926592974	-1.6873970223666555	-0.011019368736077735	-0.05346405563754834	-0.6840996209283867	-0.1016376477856394
ENSG00000175756	0.06263811409672557	0.5918107875516302	0.49647235940201906	-0.29956586018830894	0.4972557060414123	0.46400569388057594	-0.10115897706852474	-0.21692976436469344	0.3268873994534583	0.3500013354708396	0.3075303826779669	0.6769532302682373	0.5233228802850685	-2.1276196987920697	0.004771517147007278	-1.8677250817366513	-1.7312436754215328	-0.06423663215521026	-0.26962125631637107	0.6241371547593121	-0.10880741330326515
ENSG00000221978	0.16805544633624517	0.39996504884168355	0.24926041625145393	-0.08132740986964608	-0.063780015181303	-0.049700452881136406	0.2527289773762233	0.48304236313595145	0.13665424333368975	0.4903681332191642	0.5260355701619142	0.9328526999734761	-0.30088415578100103	0.7430666146018681	0.09814367231738756	0.9779197714972326	0.37514066156562287	-0.21049343058617873	0.8373809811633162	0.3656081634733767	0.3336228085779937
ENSG00000242485	-0.090058366100693	0.25273043965008474	0.42866622232333296	-0.20977560089615518	0.460022037548613	0.04038491174978268	0.046356220201177065	0.12288963534011	0.2489530550857465	0.381484281207682	0.4377258680105131	0.5574707311380408	0.3174751208732267	0.5943470752241756	0.32412899145735313	0.38439900068912497	0.3795174174516547	0.05831836366863766	0.004862447547721724	0.6332191088474746	-0.004866763216017046
ENSG00000235098	-0.6855723114924147	-0.04034259529013815	0.5469127191453447	-0.12077870465292628	-0.3451370822156555	0.4322122496298827	-0.18966384479880527	-0.8028842429054388	0.723940902531731	0.3936718866543738	0.11492356742841975	-0.6002239742450061	0.05221445880301842	-0.5884791047132691	-0.4450876347683717	-0.5169805717250325	-0.4064817021274336	0.333605861118579	-1.0953900538613506	0.07187943281687477	-0.5462787393329643
ENSG00000205116	-0.6559733163309023	0.7642230694612279	0.06127231301187333	0.08179320601996895	-0.5228756939382714	0.23701096383434603	-0.700686491852353	-0.14263355715300938	-0.3676065805590892	-2.116937815069777	0.8208580919782863	0.5648281025490951	0.6687333935461574	-3.432260550246159	-0.5843464734725342	-3.012691492594729	0.302249317159843	-0.24052670732261724	-0.5400830220234254	0.6755464754523048	-0.15819601968407782
ENSG00000179403	-0.3239806497195325	0.5350702332070142	0.11622125360339793	-0.21364381767726842	0.20720091183883027	0.267956162235439	-0.31227275715966357	-0.21952611801839741	-0.440815550440123	0.4138063201708039	0.4244805854737659	2.0545632864154495	0.5376664979535363	0.13047818679963122	-0.5589063327332341	0.048987822970521504	0.023252980518230815	-0.027844896332376343	-0.21796400335474028	0.5631736485462522	0.22337390876752342
ENSG00000215915	-0.09013230011536011	0.5646524300758483	0.5408612685714511	-0.21025576252377445	0.3460323630922158	0.39934254774072486	-0.16500563551835298	-0.12488794231788147	0.5807789500623752	0.2189404133448632	0.3392242052182803	0.2088062221708319	0.48712669707976697	0.2713241347917472	0.23040166272019838	0.2375751020432511	0.33356589490201166	0.24356805891743977	-0.3143018323853561	0.5086474338736369	0.06555112386241589
ENSG00000160072	0.03906011294588201	0.5045984553633743	-0.09143163818199473	0.3119596733729952	0.33488161484571843	0.23439789674639241	0.13931366353506272	0.43577346716019183	-0.22633271283179224	0.7259279752714992	0.17850052498834715	0.4260259370352534	-0.16598408569555992	0.5412520510469092	0.2696562321608253	0.5843727057118219	0.4869025626627795	-0.35145855563129014	0.2776279016559433	0.04560989537244998	0.2832623354507442
ENSG00000197785	-0.09013230011536011	0.5646524300758483	0.5408612685714511	-0.21025576252377445	0.3460323630922158	0.39934254774072486	-0.16500563551835298	-0.12488794231788147	0.5807789500623752	0.2189404133448632	0.3392242052182803	0.2088062221708319	0.48712669707976697	0.2713241347917472	0.23040166272019838	0.2375751020432511	0.33356589490201166	0.24356805891743977	-0.3143018323853561	0.5086474338736369	0.06555112386241589
ENSG00000205090	-0.15423243184629518	0.3906418318213275	0.6353085149680512	0.14777120622803255	0.16297511246519658	-0.5085264844536156	0.19799064295713517	-0.2324508120853608	0.42935287300115227	0.46563727467870164	-1.244776928628086	0.22281087008180406	-0.4060724947392831	-0.04933335901655139	0.2807679398563527	-1.2784858271570976	0.266355252860591	0.45509054314720526	-0.63234936374065	0.6650238248807167	0.5214687239657125
ENSG00000160075	0.37911379250174615	0.22911449576676646	0.44358223617445297	-0.3808325411827658	-0.05311158670261302	0.15570497451794735	0.41715800527802555	0.5086491068967167	-0.5080836864717669	0.25495750494731695	0.3776068754210092	0.41632994303678916	-0.2027285908794097	1.0260048934736392	0.07903943896905995	0.28156926344057415	0.20303062328238344	0.08521388941818413	0.608587874683529	0.6692478254730221	-0.09768435990497515
ENSG00000228594	0.15763941692025346	-1.0770116860626002	0.5114349942136807	-0.09811474996816044	0.39327049863225	0.3114251757798322	-0.2005291738137417	-0.1647893197060465	0.5373894610763194	0.3496391645201356	-0.26942097123794306	0.3236992427474378	0.3324711881101034	0.3626196612496164	0.07633811986056477	0.19879082153392508	-1.6745589662660507	0.1240514307014994	-0.36149575021269237	-0.6765228066616734	0.332708813580669
ENSG00000197530	0.2482157902742103	-0.8325169368459133	-0.7861325490843023	1.0761383398142874	0.2762008422905634	-0.49224351006373557	0.614871570915835	0.6196167725186779	-0.4626678421589664	0.3030998985866289	0.07702326715600762	0.13781978004100806	-0.6809490914641814	-0.05771245983476734	0.20777889412108552	0.04317680098609054	-0.18612762207528116	0.02018794476238286	0.17916254349006638	0.503026384809389	0.5677334093434214
ENSG00000189409	-0.342989504734609	-0.5219096674791693	0.6128935522484679	-0.2880112508323824	0.3931415508364897	0.3911559395782086	-0.1737814650912604	-0.012660894446838085	-0.4754325989590581	-0.7550010389908498	-0.06361679636607724	-1.2441986326249506	-0.2939755538130953	-1.2728687048944691	0.16263975653573431	0.6919365237737225	-0.9955470762852328	0.23597385509169438	-0.06214054474922173	-0.2757797936988255	0.024616776332835735
ENSG00000248333	-0.09013230011536011	0.5646524300758483	0.5408612685714511	-0.21025576252377445	0.3460323630922158	0.39934254774072486	-0.16500563551835298	-0.12488794231788147	0.5807789500623752	0.2189404133448632	0.3392242052182803	0.2088062221708319	0.48712669707976697	0.2713241347917472	0.23040166272019838	0.2375751020432511	0.33356589490201166	0.24356805891743977	-0.3143018323853561	0.5086474338736369	0.06555112386241589
ENSG00000189339	0.1291908870631586	0.5031835180505186	0.04909609422897745	0.32777722652066676	0.3063884837254998	0.054316808127016364	0.020714048611451694	0.3573210030162054	0.01142139083132066	0.6564387305333074	0.45819762408940024	0.5274432592179841	0.026517132987953027	-0.11674770921361098	0.19166790312608348	0.3907388695901506	-0.10989835852590808	-0.14062353734588057	0.4294592065337303	0.6354100293100888	0.07757762081271458
ENSG00000008128	-0.031690291347260216	-0.10217012344095867	0.16147551757796946	-0.2270400543248356	-0.0019117671359807696	0.27402412323745773	0.2153282479706683	0.49322708490981015	-0.17865288761404285	0.5879251528933259	0.5354941696762402	0.7434078887615094	0.13414583673416972	0.7943088453559525	-0.19207936239976126	0.8788529636989894	0.48360211111848805	-0.21095529453132317	0.7445956071121398	0.5603430563476917	0.2529003840745014
ENSG00000215790	-0.09013230011536011	0.5646524300758483	0.5408612685714511	-0.21025576252377445	0.3460323630922158	0.39934254774072486	-0.16500563551835298	-0.12488794231788147	0.5807789500623752	0.2189404133448632	0.3392242052182803	0.2088062221708319	0.48712669707976697	0.2713241347917472	0.23040166272019838	0.2375751020432511	0.33356589490201166	0.24356805891743977	-0.3143018323853561	0.5086474338736369	0.06555112386241589
ENSG00000008130	-0.11628538369250575	0.5999352091657153	-0.11929158150524719	-0.05711099438960649	-0.3095667116160723	0.245101049634969	0.4363334504933138	0.6327151387548354	0.03853131751337676	0.6332432684370877	0.17884167150070365	0.6604913097857591	-0.2591482968650611	0.28329407882794555	0.44264630364123186	0.05804774118849491	0.3122080359168895	0.06358735421607425	0.8528613334779936	0.47394769026757483	0.249806895174679
ENSG00000078369	0.7800750000318686	-0.04773641927435445	-1.1406618627939278	0.6039748507825452	-0.4040121721476202	-0.5692839522243773	0.9824929883962902	1.0245773831737082	-0.8046258746994899	0.517689335630213	0.7157005965242426	0.9980601409049396	0.11486350079425435	0.5479600771890565	0.31782197292977554	-0.5382411143048504	0.852038875321738	-0.0699955216229042	1.3237079416931155	0.17499973129601656	0.24968787046831686
ENSG00000169885	-0.09013230011536011	0.5646524300758483	0.5408612685714511	-0.21025576252377445	0.3460323630922158	0.39934254774072486	-0.16500563551835298	-0.12488794231788147	0.5807789500623752	0.2189404133448632	0.3392242052182803	0.2088062221708319	0.48712669707976697	0.2713241347917472	0.23040166272019838	0.2375751020432511	0.33356589490201166	0.24356805891743977	-0.3143018323853561	0.5086474338736369	0.06555112386241589
ENSG00000178821	0.07326460410921483	0.2151709357095468	0.373182776295554	-0.4382964143920944	-0.05322832108770976	0.46738362285011426	-0.3842143377932124	-0.516539271339378	0.24106144938869145	-0.09431854642569243	0.20965471026348206	-0.2585383854588912	0.23589585298618398	0.553887476801262	-0.15980089453231158	-0.19830152946957127	-0.09393023179298321	-0.06275385300379467	-0.7655043648607477	0.256343824512646	-0.2878779994567305
ENSG00000142609	-0.09013230011536011	0.5646524300758483	0.5408612685714511	-0.21025576252377445	0.3460323630922158	0.39934254774072486	-0.16500563551835298	-0.12488794231788147	0.5807789500623752	0.2189404133448632	0.3392242052182803	0.2088062221708319	0.48712669707976697	0.2713241347917472	0.23040166272019838	0.2375751020432511	0.33356589490201166	0.24356805891743977	-0.3143018323853561	0.5086474338736369	0.06555112386241589
ENSG00000187730	0.059136882005909046	0.34024916334561156	1.3267796358875392	-1.64965432971317	-3.985002123787183	-0.6392651917100455	-0.061965702981794095	-0.30797009175310447	0.7030022837870978	-3.1789046976863076	-1.0662527731037803	0.17803659089577398	-2.2383859002466164	0.44527671274620856	0.6644890482201624	-0.5824783336678163	0.4782393137446937	1.1022546313056294	-0.8918457164624013	0.5081021252717037	-0.4010654118452558
ENSG00000067606	1.2265368402907615	-0.6244364036613097	-1.8260506960597556	1.1952917692756784	0.43727738787059933	-4.333691709440326	1.5144115440642443	0.9357081977300226	-1.1395912425179329	1.1036480093079306	1.7373864747242964	-1.0466904016868968	-1.1272494898812548	-1.5202976071917587	0.6054731501606151	-1.6786522170933693	0.5831646393309432	1.1691170716164854	-1.6597432228546551	-0.4290394190373639	0.9013197410838012
ENSG00000162585	-0.09013230011536011	0.5646524300758483	0.5408612685714511	-0.21025576252377445	0.3460323630922158	0.39934254774072486	-0.16500563551835298	-0.12488794231788147	0.5807789500623752	0.2189404133448632	0.3392242052182803	0.2088062221708319	0.48712669707976697	0.2713241347917472	0.23040166272019838	0.2375751020432511	0.33356589490201166	0.24356805891743977	-0.3143018323853561	0.5086474338736369	0.06555112386241589
ENSG00000157933	0.9802671434385761	-0.7537191512705467	0.45983411487756803	-1.2172919449222896	-1.470903750403724	-0.278494219970532	1.5142294303208035	0.4997370086489164	-0.3504095506850044	0.8037446605517411	-0.39467258572643515	1.0429225132426916	-1.8755257887675028	2.0322871066549637	1.0010668614540639	0.5835297411254171	-1.3792311382426536	1.1699267303784477	1.0582941808803206	0.2561870404756583	1.067007975209064
ENSG00000116151	0.7556041093878817	-0.7057568765625342	-0.7558402886883162	0.2840570866419933	0.34581339893489776	0.14824639353562388	0.8249649798265628	0.49981110957514524	-0.43303652895565226	0.13860835991167567	0.0114915711283976	-0.6153633860680854	-1.0150414926484597	0.03773142637442506	-0.14116216567665466	0.3297723994987586	0.6419332953839183	0.6202474092453633	0.10537012061630328	0.486820346524775	0.34575769080687696
ENSG00000157916	0.02310912998792462	0.6477857462680635	0.21780018996578074	0.03164511392548401	0.1003142127791016	0.1086517834123088	-0.07501261796756961	0.47062737476907845	0.15809327491104364	0.24279743415269658	0.2525537551430095	0.7375729766596476	0.260672269031078	0.5305676067994344	0.15662924410935336	0.3861603564519107	0.5274436813458182	0.20721033993974247	0.27669353050398415	-3.1163171020837623	0.004672293231162112
ENSG00000157911	0.1877602329324907	0.7361035599171221	0.44992964105919436	-0.011557970421220467	0.17403755055855516	0.24222002702161172	-0.49686886708954087	0.06793240731537112	0.4781583561568669	0.19712507786964362	0.2887630585955296	0.3419625579054583	0.4254979819229796	0.5040674900457731	0.3800612370625536	0.6061654456588756	-3.497840103253733	-0.12992174261792347	-0.0533024939125795	0.5680081590847235	0.22296632594755933
ENSG00000149527	1.7365898123949297	0.6709136747888195	0.05416909060486217	0.6568688568561407	1.5721392873583053	-2.89627053396699	-0.004515643263331524	1.1541944930703025	-0.9497773330438406	-0.04892943357676289	0.6639864812202422	-0.02114120701331613	-2.2604732765313353	0.0671440262220305	1.7179828986443886	-1.3961524662874416	0.7312559734979092	-0.11004084205073593	-0.9409942720777337	-0.09406483634984701	-1.1236302832845835
ENSG00000157881	0.37024575299661716	0.6640333870401643	0.04151451505225524	0.282079663309876	0.08815147886143007	-0.23111574455107228	0.3337164651773523	0.44654133368808796	-0.01789620385539777	0.3692159636694207	-0.01873123168836474	0.7156656611360854	0.25041594983784293	0.6886821110717355	0.45868575328834155	0.2609313139280021	0.016039806443791597	-0.5292627026902957	0.5053170003295216	0.4965383632983649	0.08061798790508472
ENSG00000197921	-0.4137043707706813	-1.228699996508281	-0.3196305899839213	-0.894972374056559	0.2745208620771351	0.7340286797892053	-0.8216436613311429	-0.27475288989231306	0.4550721010787083	-1.3885262874433806	-0.32565964872907494	-2.1893480843516118	0.760898181737545	-2.2773358559115535	-1.7719528914461575	0.09594051559508959	-1.860106295884708	-0.421423699704895	0.760890774565066	0.746930336607358	-0.13874641383053005
ENSG00000157873	-0.8836032613188542	-0.2415484101542737	0.15404815435236657	-0.4992218512003998	-0.5750031975379386	0.4891115528672924	-0.6706949505039872	-1.0283686501687732	-0.20290019785398689	-0.5036996843759934	0.04032683469483915	0.4380389633079358	-0.09242782112825489	0.747055513734481	-0.6697398243733598	0.6374106029430258	-0.652602136347823	-0.46307466624430177	-0.08496713517885691	0.7128251613882929	0.13205576192518317
ENSG00000157870	0.07089931969429884	0.566076149208735	0.4541697515333762	0.17469816738569233	0.5262267302352849	-0.204883497877112	-0.09031480299354348	-0.2706859715841458	-0.16809085015642805	-1.985265596198553	-0.5724929678011305	-3.0796238087069585	0.3874265217201913	0.3609935387475215	0.04620381437049526	0.29577967409879935	-2.674469196183353	0.09369243386749831	-0.12676706712930386	-1.2666506701919715	0.31118070196050723
